iter	MultiClass
0	1.052886667
1	1.017277905
2	0.9891141789
3	0.9636030118
4	0.9395450102
5	0.9195856537
6	0.9016155135
7	0.8860100653
8	0.8654560136
9	0.85070916
10	0.8374590447
11	0.8216780026
12	0.8073114399
13	0.7982348307
14	0.7859026111
15	0.77672811
16	0.7665690562
17	0.7519205904
18	0.7441540926
19	0.7375145104
20	0.73120512
21	0.7244228752
22	0.7194355554
23	0.7126964264
24	0.7072110685
25	0.7013693395
26	0.6978903958
27	0.6936196508
28	0.6902635299
29	0.6863944194
30	0.6829540333
31	0.6798739086
32	0.6753675958
33	0.6689986758
34	0.6655060549
35	0.6603784188
36	0.6563834631
37	0.6523644347
38	0.6457569294
39	0.6421725804
40	0.6398092724
41	0.6360699712
42	0.6334863802
43	0.6288665811
44	0.6233220145
45	0.6216802537
46	0.6203050911
47	0.618009817
48	0.6163493529
49	0.6145521266
50	0.6100229558
51	0.6069948966
52	0.6058694864
53	0.6022820475
54	0.6008242468
55	0.5970618939
56	0.5943080468
57	0.5911741242
58	0.5886479338
59	0.5847986204
60	0.5831497664
61	0.5811932961
62	0.5802589868
63	0.5786556805
64	0.5774694329
65	0.5757152394
66	0.5727469484
67	0.5717700146
68	0.5700782032
69	0.568007855
70	0.5646834363
71	0.5629432277
72	0.5608511005
73	0.5582520886
74	0.5548405645
75	0.5523292454
76	0.5501255355
77	0.5488043943
78	0.5464454387
79	0.544617821
80	0.5430102773
81	0.5414747318
82	0.5399172212
83	0.5385878151
84	0.5368111154
85	0.5356072458
86	0.5335746033
87	0.5316623757
88	0.5302749426
89	0.5272862889
90	0.524827364
91	0.5232429432
92	0.521454806
93	0.5205405019
94	0.5195269718
95	0.5183407411
96	0.5157075483
97	0.5139925754
98	0.5130208468
99	0.5113828905
100	0.5096835836
101	0.5074311606
102	0.5053248448
103	0.502632934
104	0.5007716141
105	0.4970362999
106	0.4945032051
107	0.4937604631
108	0.4914850663
109	0.4882711949
110	0.4850999135
111	0.4824695802
112	0.4793087468
113	0.4772087095
114	0.4752843669
115	0.4731492441
116	0.4701452154
117	0.4669948017
118	0.4645899658
119	0.4624932018
120	0.4613357343
121	0.4594460636
122	0.4563002923
123	0.4544627445
124	0.4518189542
125	0.4496679419
126	0.448207731
127	0.4442944423
128	0.4432218722
129	0.4414832904
130	0.4393581661
131	0.4377459907
132	0.4365955185
133	0.432848123
134	0.4294143096
135	0.4289499182
136	0.4282002969
137	0.4256339398
138	0.4241571597
139	0.4232480763
140	0.4222825891
141	0.4213480939
142	0.418763891
143	0.4180764079
144	0.414895216
145	0.413613244
146	0.4127643853
147	0.4119091182
148	0.411166933
149	0.4102407401
150	0.4095861058
151	0.4090099278
152	0.4068940864
153	0.405691253
154	0.4049014976
155	0.4042187847
156	0.4022431779
157	0.4015850488
158	0.4001039248
159	0.3995276329
160	0.3980690731
161	0.3973397859
162	0.396127536
163	0.39537984
164	0.3944811065
165	0.3936782915
166	0.3930906133
167	0.3925462965
168	0.3922439552
169	0.3918204367
170	0.3912721526
171	0.3900393175
172	0.3882822037
173	0.3876419989
174	0.3870626612
175	0.3865152863
176	0.3858601648
177	0.3853228938
178	0.3849215575
179	0.3836138209
180	0.383262774
181	0.382431331
182	0.3818591653
183	0.3808844244
184	0.379871679
185	0.3787791257
186	0.3780862899
187	0.3775321007
188	0.3769242137
189	0.3765429002
190	0.3759635365
191	0.3752133835
192	0.3747089449
193	0.3742696564
194	0.3739164667
195	0.3728790188
196	0.3722060157
197	0.3718469523
198	0.3714739042
199	0.3706646755
200	0.3697961061
201	0.3692548115
202	0.368370685
203	0.3679771624
204	0.367645629
205	0.3672438519
206	0.3664198978
207	0.3659779458
208	0.3648235991
209	0.3643661906
210	0.3635966398
211	0.3616882456
212	0.3612502709
213	0.3604173496
214	0.3599111223
215	0.3582071292
216	0.3577590566
217	0.3575106781
218	0.3570406747
219	0.3566418447
220	0.3557236251
221	0.3554007202
222	0.3540221212
223	0.3534837689
224	0.3531675088
225	0.3519632687
226	0.3515153038
227	0.3511830699
228	0.3495330494
229	0.3491846259
230	0.3486272348
231	0.3480478672
232	0.3478003983
233	0.3474712833
234	0.347091972
235	0.3468234873
236	0.3461835896
237	0.3457374119
238	0.3453781528
239	0.3451464954
240	0.3448782803
241	0.3446209593
242	0.3441668856
243	0.343740832
244	0.343306573
245	0.3429956957
246	0.342578687
247	0.3422573895
248	0.3416813776
249	0.3404122882
250	0.339962389
251	0.3397122231
252	0.3391776785
253	0.3388898113
254	0.3383165614
255	0.337765644
256	0.3373237799
257	0.3370685539
258	0.3365091483
259	0.3361837904
260	0.335786785
261	0.3355713473
262	0.3349867414
263	0.3347936024
264	0.3345069325
265	0.3342828816
266	0.3340071902
267	0.3331947363
268	0.3327043901
269	0.3319590421
270	0.3304813878
271	0.330276448
272	0.3299780407
273	0.3296681535
274	0.3293111116
275	0.3289056332
276	0.3286365182
277	0.3283364354
278	0.3279209656
279	0.3268242387
280	0.32650117
281	0.3261141668
282	0.3256807541
283	0.3252500135
284	0.3249956162
285	0.3231056697
286	0.3228949103
287	0.3221579776
288	0.3217490342
289	0.3214359482
290	0.321268541
291	0.3210764633
292	0.3209039773
293	0.3205614116
294	0.3201767947
295	0.3196316418
296	0.3192103638
297	0.3189572794
298	0.3184021268
299	0.3182284421
300	0.3180161145
301	0.3176180433
302	0.3172743748
303	0.3170589201
304	0.3164973452
305	0.3160064348
306	0.3155557058
307	0.3149000528
308	0.3145633458
309	0.3142526839
310	0.3139555391
311	0.3137527002
312	0.3135995743
313	0.3131383833
314	0.312831636
315	0.3121468167
316	0.3119288003
317	0.3112885336
318	0.3110790151
319	0.3106627954
320	0.3104620116
321	0.3099386366
322	0.3096147913
323	0.3094065836
324	0.3089739543
325	0.3082877291
326	0.3081276729
327	0.3076787688
328	0.3074865797
329	0.3072080625
330	0.3069994105
331	0.3068320668
332	0.3066095096
333	0.3064210877
334	0.3061526521
335	0.3059446672
336	0.3057396763
337	0.3052076366
338	0.3047177052
339	0.3044670319
340	0.3042511937
341	0.3041072555
342	0.303969194
343	0.3037562986
344	0.3036340012
345	0.3034639462
346	0.3025687136
347	0.3017293272
348	0.3014479128
349	0.3011336295
350	0.3008285055
351	0.3005397789
352	0.300019949
353	0.2998453326
354	0.2996798543
355	0.2994006933
356	0.298507765
357	0.2981744264
358	0.2979642553
359	0.2978031989
360	0.2970713921
361	0.2962485856
362	0.2956279166
363	0.2953537609
364	0.2949275188
365	0.2946661011
366	0.2941894697
367	0.2932699558
368	0.2925429714
369	0.2924062112
370	0.2922411389
371	0.2920272678
372	0.2918696518
373	0.291675786
374	0.291546981
375	0.2911647906
376	0.2910005604
377	0.2908001029
378	0.2906258241
379	0.2904213039
380	0.2901323406
381	0.2899179189
382	0.289722336
383	0.2894367559
384	0.289215887
385	0.2890517424
386	0.288849229
387	0.2886311812
388	0.2882847002
389	0.2881104587
390	0.2874450248
391	0.2872142532
392	0.286956138
393	0.2867366605
394	0.2861589201
395	0.2858426159
396	0.2856536356
397	0.285315543
398	0.2841732242
399	0.283998167
400	0.2830264923
401	0.2828252426
402	0.2821954445
403	0.2820304055
404	0.2819004057
405	0.2816200534
406	0.2813538734
407	0.281090737
408	0.2805083591
409	0.2803203997
410	0.2801770096
411	0.279890056
412	0.2796344657
413	0.2794556962
414	0.2784299051
415	0.2780580405
416	0.2779012951
417	0.2777512841
418	0.2776168234
419	0.2772677
420	0.2765586726
421	0.2764312853
422	0.2761370005
423	0.2759741093
424	0.2758477165
425	0.275710318
426	0.2755002027
427	0.2752433122
428	0.2751337071
429	0.2749702633
430	0.2748356425
431	0.2743483845
432	0.2742468835
433	0.2740086318
434	0.2737751043
435	0.2736016433
436	0.2733088344
437	0.2726680837
438	0.272498923
439	0.2722686238
440	0.2721464277
441	0.2717939451
442	0.2716475867
443	0.2709796028
444	0.2708243568
445	0.2707077802
446	0.2705626764
447	0.2703176181
448	0.2702117067
449	0.2698803504
450	0.2696812925
451	0.2695087848
452	0.2689982644
453	0.2688943669
454	0.2686581855
455	0.2682564251
456	0.268024285
457	0.2679317198
458	0.2676571472
459	0.2673397224
460	0.2670992929
461	0.2668734189
462	0.2666394119
463	0.2663951712
464	0.2662916764
465	0.2661534738
466	0.2660264536
467	0.2656283646
468	0.265255115
469	0.2651232093
470	0.2649445809
471	0.2648376861
472	0.2646937293
473	0.2645790952
474	0.2640656952
475	0.2637971466
476	0.263418345
477	0.2632599905
478	0.2630601545
479	0.2628894849
480	0.2627633362
481	0.2626378533
482	0.2624536678
483	0.2623042733
484	0.2618694237
485	0.26171141
486	0.2612773162
487	0.260544466
488	0.2604391445
489	0.2599981559
490	0.2595798295
491	0.2593600844
492	0.2590461633
493	0.2589247187
494	0.2577068853
495	0.2576124028
496	0.2573917837
497	0.257139814
498	0.256693172
499	0.2565720561
