iter	Passed	Remaining
230	234952	273603
231	235953	272567
232	236998	271581
233	238061	270616
234	239091	269613
235	240052	268533
236	241068	267514
237	242090	266502
238	243078	265454
239	244161	264508
240	245176	263488
241	246162	262437
242	247156	261395
243	248276	260486
244	249305	259481
245	250248	258386
246	251203	257306
247	252129	256196
248	253053	255086
249	254141	254141
250	255097	253065
251	256003	251940
252	256902	250809
253	257794	249674
254	258672	248528
255	259628	247458
256	260665	246466
257	261659	245432
258	262641	244388
259	263685	243401
260	264705	242393
261	265706	241367
262	266680	240316
263	267836	239429
264	268877	238438
265	269812	237353
266	270771	236291
267	271731	235230
268	272651	234135
269	273556	233029
270	274594	232037
271	275522	230952
272	276437	229858
273	277367	228777
274	278273	227678
275	279172	226574
276	280105	225500
277	281044	224431
278	281929	223320
279	282943	222312
280	283845	221217
281	284768	220139
282	285691	219063
283	286619	217992
284	287599	216961
285	288807	216101
286	289733	215028
287	290691	213981
288	291625	212917
289	292573	211863
290	293504	210798
291	294464	209755
292	295389	208687
293	296302	207613
294	297274	206580
295	298199	205515
296	299158	204475
297	300085	203413
298	301005	202347
299	301941	201294
300	302924	200272
301	303964	199287
302	304941	198262
303	305836	197184
304	306758	196124
305	307682	195066
306	308579	193992
307	309495	192932
308	310523	191941
309	311471	190901
310	312425	189865
311	313361	188820
312	314297	187775
313	315218	186722
314	316160	185681
315	317101	184641
316	318004	183580
317	318925	182529
318	319843	181478
319	320757	180425
320	321698	179389
321	322608	178336
322	323527	177288
323	324411	176223
324	325356	175191
325	326259	174138
326	327148	173078
327	328098	172051
328	329014	171007
329	329924	169961
330	330820	168908
331	331708	167852
332	332585	166791
333	333461	165732
334	334326	164668
335	335239	163628
336	336137	162582
337	337063	161551
338	338070	160558
339	338983	159521
340	339906	158490
341	340812	157451
342	341736	156421
343	342678	155400
344	343572	154358
345	344457	153313
346	345457	152319
347	346417	151308
348	347288	150259
349	348196	149227
350	349145	148212
351	350054	147182
352	350996	146165
353	351923	145143
354	352861	144126
355	353791	143106
356	354737	142093
357	355633	141061
358	356533	140031
359	357437	139003
360	358522	138046
361	359420	137016
362	360327	135991
363	361205	134955
364	362076	133918
365	362957	132886
366	363839	131854
367	364802	130852
368	365739	129842
369	366638	128818
370	367570	127807
371	368495	126794
372	369400	125774
373	370317	124759
374	371220	123740
375	372172	122737
376	373083	121722
377	373996	120707
378	374887	119686
379	375812	118677
380	376761	117676
381	377662	116660
382	378575	115648
383	379484	114635
384	380400	113626
385	381302	112612
386	382240	111610
387	383183	110609
388	384079	109595
389	384957	108577
390	386011	107609
391	386881	106589
392	387766	105575
393	388656	104562
394	389521	103543
395	390422	102535
396	391327	101528
397	392352	100552
398	393325	99563
399	394217	98554
400	395235	97576
401	396106	96563
402	396999	95555
403	397866	94542
404	398734	93530
405	399669	92534
406	400541	91524
407	401415	90515
408	402295	89508
409	403188	88504
410	404054	87495
411	404932	86490
412	405804	85484
413	406691	84481
414	407650	83494
415	408536	82492
416	409443	81495
417	410333	80496
418	411198	79491
419	412080	78491
420	413177	77532
421	414093	76538
422	414997	75543
423	415891	74546
424	416816	73555
425	417763	72569
426	418833	71603
427	419833	70626
428	420756	69635
429	421834	68670
430	422836	67693
431	423880	66721
432	424829	65735
433	425763	64747
434	426666	63754
435	427598	62766
436	428509	61775
437	429528	60800
438	430442	59810
439	431363	58822
440	432280	57833
441	433209	56846
442	434135	55859
443	435060	54872
444	435948	53881
445	436830	52889
446	437730	51900
447	438685	50918
448	439620	49934
449	440525	48947
450	441415	47958
451	442327	46972
452	443226	45986
453	444132	45000
454	445051	44016
455	445991	43034
456	446922	42051
457	447812	41065
458	448724	40082
459	449644	39099
460	450563	38117
461	451594	37144
462	452508	36161
463	453467	35182
464	454411	34203
465	455369	33224
466	456286	32242
467	457235	31263
468	458194	30285
469	459098	29304
470	459996	28322
471	460904	27341
472	461936	26368
473	462850	25388
474	463736	24407
475	464622	23426
476	465497	22445
477	466375	21464
478	467229	20483
479	468109	19504
480	469027	18527
481	469938	17549
482	470860	16572
483	471797	15596
484	472872	14624
485	473880	13650
486	474855	12675
487	475914	11702
488	476856	10726
489	477796	9750
490	478725	8775
491	479629	7798
492	480571	6823
493	481492	5848
494	482818	4876
495	483743	3901
496	484670	2925
497	485590	1950
498	486507	974
499	487441	0
